MONTH,UNIQUE_CARRIER,DEP_DELAY,ARR_DELAY,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,TOTAL_DELAY
3,WN,14.557673246089291,9.6503210873587797,3.7356263992123875,0.28852262607084117,1.7656976451254758,0.008843475097027079,6.8271730022094124,24.20799433344807
4,WN,13.65388615816865,8.6490716487732122,3.5535906223991605,0.24179775433678424,1.575120282921904,0.006733307839338354,6.3348705388657995,22.302957806941862
5,WN,16.232320457657892,10.772354880676597,3.987954378073419,0.5247645540967989,1.7598664099389538,0.0085020983580869416,7.7075885784383571,27.004675338334486
6,WN,19.223764466221137,14.607458655539254,4.9667214699859867,0.68756312230920458,2.0644389771585061,0.0089140328543893307,9.6011576807354544,33.831223121760388
7,WN,18.275848745692304,13.469527773415152,5.044220247523227,0.74826724889099594,1.8093988335834477,0.0059297645002935719,8.8728370166384458,31.745376519107456
8,WN,13.439027408334562,8.4799700741686816,3.8066481884542793,0.5324108028261354,1.5438369213288567,0.013846448107432919,6.583343613633633,21.918997482503244
9,WN,9.09435703600548,4.1377062353360019,2.7433584784591982,0.32658405786456701,1.5498513720903224,0.021637625537423384,4.406936573874467,13.232063271341481
10,WN,9.1950299147401005,3.4132976419673557,2.5701497419903028,0.17701494487597572,1.4068262823439182,0.0031519820023739684,4.3584680639600659,12.608327556707456
11,WN,9.5648308042044476,2.8623909066020277,2.9195425844623206,0.23463688915512931,1.2049429587973073,0.0096458542245025994,4.5902672045985531,12.427221710806474
12,WN,14.718338248356062,8.3112289552668752,4.1786956112135583,0.2741556093466378,1.7192025320515716,0.016815113029475425,6.7937601036799276,23.029567203622939
